URL,ID,MPN,NAME,BRAND,CATEGORY,TAG,OVERVIEW,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,FEATURE_33,FEATURE_34,FEATURE_35,FEATURE_36,FEATURE_37,FEATURE_38,FEATURE_39,FEATURE_40,FEATURE_41,FEATURE_42,FEATURE_43,FEATURE_44,FEATURE_45,FEATURE_46,FEATURE_47,FEATURE_48,FEATURE_49,FEATURE_50,FEATURE_51,SPEC_HEADER_1,SPEC_VALUE_1,SPEC_HEADER_2,SPEC_VALUE_2,SPEC_HEADER_3,SPEC_VALUE_3,SPEC_HEADER_4,SPEC_VALUE_4,SPEC_HEADER_5,SPEC_VALUE_5,SPEC_HEADER_6,SPEC_VALUE_6,SPEC_HEADER_7,SPEC_VALUE_7,SPEC_HEADER_8,SPEC_VALUE_8,SPEC_HEADER_9,SPEC_VALUE_9,SPEC_HEADER_10,SPEC_VALUE_10,SPEC_HEADER_11,SPEC_VALUE_11,SPEC_HEADER_12,SPEC_VALUE_12,SPEC_HEADER_13,SPEC_VALUE_13,SPEC_HEADER_14,SPEC_VALUE_14,SPEC_HEADER_15,SPEC_VALUE_15,SPEC_HEADER_16,SPEC_VALUE_16,SPEC_HEADER_17,SPEC_VALUE_17,SPEC_HEADER_18,SPEC_VALUE_18,SPEC_HEADER_19,SPEC_VALUE_19,SPEC_HEADER_20,SPEC_VALUE_20,SPEC_HEADER_21,SPEC_VALUE_21,SPEC_HEADER_22,SPEC_VALUE_22,SPEC_HEADER_23,SPEC_VALUE_23,SPEC_HEADER_24,SPEC_VALUE_24,SPEC_HEADER_25,SPEC_VALUE_25,SPEC_HEADER_26,SPEC_VALUE_26,SPEC_HEADER_27,SPEC_VALUE_27,SPEC_HEADER_28,SPEC_VALUE_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_SRC_1,IMG_SRC_2,IMG_SRC_3,IMG_SRC_4,IMG_SRC_5,IMG_SRC_6,IMG_SRC_7,IMG_SRC_8,IMG_SRC_9,IMG_SRC_10,IMG_SRC_11,IMG_SRC_12,IMG_SRC_13,IMG_SRC_14,IMG_SRC_15,IMG_SRC_16,IMG_SRC_17,IMG_SRC_18,IMG_SRC_19,IMG_SRC_20,IMG_SRC_21,IMG_SRC_22,IMG_SRC_23,IMG_SRC_24,IMG_SRC_25,IMG_SRC_26,IMG_SRC_27,IMG_SRC_28,IMG_SRC_29,IMG_SRC_30,IMG_SRC_31,IMG_SRC_32,IMG_SRC_33,IMG_SRC_34,IMG_SRC_35,IMG_SRC_36,IMG_SRC_37,IMG_SRC_38,IMG_SRC_39,IMG_SRC_40,IMG_SRC_41,IMG_SRC_42,IMG_SRC_43,IMG_SRC_44,IMG_SRC_45,IMG_SRC_46,IMG_SRC_47,IMG_SRC_48,IMG_SRC_49,IMG_SRC_50,IMG_SRC_51,IMG_SRC_52,IMG_SRC_53,IMG_SRC_54,IMG_SRC_55,IMG_SRC_56,IMG_SRC_57,IMG_SRC_58,IMG_SRC_59,IMG_SRC_60
http://www.maxwarehouse.com/products/electric-tape-3-4blk5pk,ACE-3585304,Model: 24413-BA-6,3M Scotch 3/4 in. W X 66 ft. L Black Vinyl Electrical Tape,3M,Home > Lighting & Electrical,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Scotch Commercial Grade Vinyl Electrical Tape 700 is a high quality, vinyl insulating tape. It has excellent resistance to abrasion, moisture, alkalies, acids, copper corrosion and varying weather conditions. Scotch Tape 700 provides excellent mechanical protection with minimum bulk. It is an Underwriters' Laboratories Listed and Canadian Standards Association Certified ""Insulating Tape."" *

                
                </div>","Scotch Commercial Grade Vinyl Electrical Tape 700 is a high quality, vinyl insulating tape. It has excellent resistance to abrasion, moisture, alkalies, acids, copper corrosion and varying weather conditions. Scotch Tape 700 provides excellent mechanical protection with minimum bulk. It is an Underwriters' Laboratories Listed and Canadian Standards Association Certified ""Insulating Tape."" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1,Length (in.),3.25,Width (in.),3.25,Height (in.),4,UPC,51135211434,Manufacturer Part No,24413-BA-6,Brand Name,3M,Sub Brand,Scotch,Width,3/4 in.,Length,66 ft.,Color,Black,Material,Vinyl,Product Type,Electrical Tape,Application,Electrical,Flame Retardant,Yes,Solvent Resistant,Yes,Maximum Temperature,176 °F,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/electric-tape-rubber3-4,ACE-3585205,Model: 6165-BA-10,Scotch 3/4 in. W X 15 ft. L Black Rubber Splicing Tape,3M,Home > HOME IMPROVEMENT > HOME GOODS > OFFICE & SCHOOL SUPPLIES,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Scotch Linerless Rubber Splicing Tape is an economical, general purpose, rubber tape. The tape is a highly conformable, linerless EPR (Ethylene Propylene Rubber) based electrical insulating tape. The tape is designed for use in splicing and terminating wires and cables rated up to 90°C. The tape will meet industry specifications for flame retardance and has the necessary physical and electrical properties to provide immediate moisture seals and void-free buildup.

                
                </div>","Scotch Linerless Rubber Splicing Tape is an economical, general purpose, rubber tape. The tape is a highly conformable, linerless EPR (Ethylene Propylene Rubber) based electrical insulating tape. The tape is designed for use in splicing and terminating wires and cables rated up to 90°C. The tape will meet industry specifications for flame retardance and has the necessary physical and electrical properties to provide immediate moisture seals and void-free buildup.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.2,Length (in.),0.9,Width (in.),3,Height (in.),3,UPC,6.38E+11,Manufacturer Part No,6165-BA-10,Width,3/4 in.,Length,15 ft.,Color,Black,Material,Rubber,Weather Resistant,Yes,Flame Retardant,Yes,Brand Name,Scotch,Product Type,Splicing Tape,Application,Electrical,Maximum Temperature,194 °F,Thickness,0.03 mil,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/extrm-fasteners-1x1clr,ACE-5672522,Model: RFD7020,Scotch Medium Foam Hook and Loop Fastener 1 in. L 6 pk,3M,"Home > TOOLS & HARDWARE > Hardware > Adhesives, Glue & Tape","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Scotch Extreme Fasteners work great on multiple surfaces. Can be used to hold down tarps outdoors, hang outdoor decor on siding and fences or mount metal signs. Can also be used to hang indoor decor and assist in organizational and art projects. Fasteners are available in black or clear and various sizes.

                
                </div>","Scotch Extreme Fasteners work great on multiple surfaces. Can be used to hold down tarps outdoors, hang outdoor decor on siding and fences or mount metal signs. Can also be used to hang indoor decor and assist in organizational and art projects. Fasteners are available in black or clear and various sizes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.65,Width (in.),3.7,Height (in.),5.5,UPC,51141981819,Manufacturer Part No,RFD7020,Size Class,Medium,Product Type,Hook and Loop Fastener,Material,Foam,Number in Package,6 pk,Hardware Included,No Hardware Needed,Color,Clear,Usage,Multi-Purpose Use,Installation Type,No Installation Needed,Indoor or Outdoor,Indoor and Outdoor,Easy Install,Yes,Width,1 in.,Self Adhesive,Yes,Packaging Type,Carded,Capacity,10 lb. cap.,Length,1 in.,Brand Name,Scotch,Adhesive Strength,Extreme,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/flashing-tape-2w-75l,EJD-5001737,Model: 8067-2,3M 2 in. W X 75 ft. L Flashing Tape 2 in.,3M,"Home > Paint > Tape, Glues and Adhesives","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M All Weather Flashing Tape 8067 is engineered to increase productivity while solving the most critical flashing problems. Unique acrylic pressure sensitive adhesive sticks and stays stuck to seal around windows, doors and other openings. To prevent moisture intrusion, the thin backing construction effectively conforms and seals around nails and staples with less buildup under siding. Proprietary construction will not liquefy, bleed, or melt in contact with many building sealants or in extreme summer temperatures. This backing is also tough, resists punctures and tears, yet it is thin to fit conveniently into corners and under siding. The split paper release liner provides fast application with easy and accurate positioning of the tape.

                
                </div>","3M All Weather Flashing Tape 8067 is engineered to increase productivity while solving the most critical flashing problems. Unique acrylic pressure sensitive adhesive sticks and stays stuck to seal around windows, doors and other openings. To prevent moisture intrusion, the thin backing construction effectively conforms and seals around nails and staples with less buildup under siding. Proprietary construction will not liquefy, bleed, or melt in contact with many building sealants or in extreme summer temperatures. This backing is also tough, resists punctures and tears, yet it is thin to fit conveniently into corners and under siding. The split paper release liner provides fast application with easy and accurate positioning of the tape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1.15,Length (in.),5.75,Width (in.),5.75,Height (in.),2,UPC,51111983027,Manufacturer Part No,8067-2,Brand Name,3M,Product Type,Flashing Tape,Length,75 ft.,Width,2 in.,Thickness,2 in.,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/flashing-tape-3w-75l,EJD-5001734,Model: 8067-3,3M 3 in. W X 75 ft. L Flashing Tape 3 in.,3M,"Home > Paint > Tape, Glues and Adhesives","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M All Weather Flashing Tape 8067 is engineered to increase productivity while solving the most critical flashing problems. Unique acrylic pressure sensitive adhesive sticks and stays stuck to seal around windows, doors and other openings. To prevent moisture intrusion, the thin backing construction effectively conforms and seals around nails and staples with less buildup under siding. Proprietary construction will not liquefy, bleed, or melt in contact with many building sealants or in extreme summer temperatures. This backing is also tough, resists punctures and tears, yet it is thin to fit conveniently into corners and under siding. The split paper release liner provides fast application with easy and accurate positioning of the tape.

                
                </div>","3M All Weather Flashing Tape 8067 is engineered to increase productivity while solving the most critical flashing problems. Unique acrylic pressure sensitive adhesive sticks and stays stuck to seal around windows, doors and other openings. To prevent moisture intrusion, the thin backing construction effectively conforms and seals around nails and staples with less buildup under siding. Proprietary construction will not liquefy, bleed, or melt in contact with many building sealants or in extreme summer temperatures. This backing is also tough, resists punctures and tears, yet it is thin to fit conveniently into corners and under siding. The split paper release liner provides fast application with easy and accurate positioning of the tape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1.73,Length (in.),5.75,Width (in.),5.75,Height (in.),2,UPC,51115641503,Manufacturer Part No,8067-3,Brand Name,3M,Length,75 ft.,Product Type,Flashing Tape,Thickness,3 in.,Width,3 in.,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/flashing-tape-6w-75l,EJD-5001732,Model: 8067-6,3M 6 in. W X 75 ft. L Flashing Tape 6 in.,3M,"Home > Paint > Tape, Glues and Adhesives","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M All Weather Flashing Tape 8067 is engineered to increase productivity while solving the most critical flashing problems. Unique acrylic pressure sensitive adhesive sticks and stays stuck to seal around windows, doors and other openings. To prevent moisture intrusion, the thin backing construction effectively conforms and seals around nails and staples with less buildup under siding. Proprietary construction will not liquefy, bleed, or melt in contact with many building sealants or in extreme summer temperatures. This backing is also tough, resists punctures and tears, yet it is thin to fit conveniently into corners and under siding. The split paper release liner provides fast application with easy and accurate positioning of the tape.

                
                </div>","3M All Weather Flashing Tape 8067 is engineered to increase productivity while solving the most critical flashing problems. Unique acrylic pressure sensitive adhesive sticks and stays stuck to seal around windows, doors and other openings. To prevent moisture intrusion, the thin backing construction effectively conforms and seals around nails and staples with less buildup under siding. Proprietary construction will not liquefy, bleed, or melt in contact with many building sealants or in extreme summer temperatures. This backing is also tough, resists punctures and tears, yet it is thin to fit conveniently into corners and under siding. The split paper release liner provides fast application with easy and accurate positioning of the tape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),3.44,Length (in.),5.87,Width (in.),5.87,Height (in.),6,UPC,51115316210,Manufacturer Part No,8067-6,Brand Name,3M,Width,6 in.,Length,75 ft.,Product Type,Flashing Tape,Thickness,6 in.,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/friction-tape-3-4-blk,ACE-3585189,Model: 3407NA-BA-6,3M 0.708 in. W X 240 in. L Black Cotton Cloth Friction Tape,3M,Home > Lighting & Electrical,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Friction Tape provides abrasion protection on wire and cable. Typical applications include connectors and splice protection. Used for a variety of electrical and mechanical projects. *

                
                </div>",3M Friction Tape provides abrasion protection on wire and cable. Typical applications include connectors and splice protection. Used for a variety of electrical and mechanical projects. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.85,Width (in.),3.7,Height (in.),5.35,UPC,51131034075,Manufacturer Part No,3407NA-BA-6,Brand Name,3M,Width,0.708 in.,Length,240 in.,Color,Black,Material,Cotton Cloth,Product Type,Friction Tape,Thickness,13 mil,Application,General Purpose,Maximum Temperature,176 °F,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/mask-1pk,ACE-2618551,Model: 8200H1-DC,3M N95 Sanding and Fiberglass Cup Disposable Respirator White One Size Fits All 1 pk,3M,Home > Tools > Safety Accessories > Respirators And Safety Masks,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Whether you're insulating a living room or sanding a bookcase, reach for the 3M™ 8200 Sanding and Fiberglass Respirator. This N95 respirator features Advanced Electrostatic Media that enhances the capture of airborne particles while allowing you to breathe easier. Designed to help provide a secure seal it is economy without compromise. Projects start with safety­­­­­ so make sure to pick up the 3M 8200 Sanding and Fiberglass Respirator.

                
                </div>","Whether you're insulating a living room or sanding a bookcase, reach for the 3M™ 8200 Sanding and Fiberglass Respirator. This N95 respirator features Advanced Electrostatic Media that enhances the capture of airborne particles while allowing you to breathe easier. Designed to help provide a secure seal it is economy without compromise. Projects start with safety­­­­­ so make sure to pick up the 3M 8200 Sanding and Fiberglass Respirator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.02,Length (in.),2.15,Width (in.),7.375,Height (in.),8,UPC,51141905198,Manufacturer Part No,8200H1-DC,Brand Name,3M,Respirator Type,Sanding and Fiberglass,NIOSH Rating,N95,Color,White,Valved,No,Reusable,No,Quick Release,No,Filtration,95 percent,Number in Package,1 pk,Style,Cup,Packaging Type,Carded,Size,One Size Fits All,Product Type,Disposable Respirator,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/mounting-tape-3-4x350,ACE-9434234,Model: 110H-LONG-DC,Scotch Mount Double Sided 3/4 in. W X 350 in. L Mounting Tape White,3M,"Home > Paint > Tape, Glues and Adhesives","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Scotch Indoor Mounting Tape makes it so easy to beautify and organize your space quickly and easily. Whether you're creating a gallery wall or affixing the family chore chart, this permanent double-sided foam tape delivers a strong bond every time. Your work is up and ready to admire in 30 seconds flat–no nails or hammer needed. Never let how you're going to hang it get in the way of your creativity with the powerful adhesion of Scotch Indoor Mounting Tape.

                
                </div>","Scotch Indoor Mounting Tape makes it so easy to beautify and organize your space quickly and easily. Whether you're creating a gallery wall or affixing the family chore chart, this permanent double-sided foam tape delivers a strong bond every time. Your work is up and ready to admire in 30 seconds flat–no nails or hammer needed. Never let how you're going to hang it get in the way of your creativity with the powerful adhesion of Scotch Indoor Mounting Tape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.13,Length (in.),0.85,Width (in.),5.35,Height (in.),5.5,UPC,21200471025,Manufacturer Part No,110H-LONG-DC,Length,350 in.,Width,3/4 in.,Product Type,Mounting Tape,Color,White,Dispenser Included,No,Double Sided,Yes,Reinforced,No,Sub Brand,Mount,Brand Name,Scotch,Indoor/Outdoor,Indoor,Holds,10 lbs.,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/nsh-command-qplt-disp,ACE-6305247,Model: 17081ES,Command Medium Plastic Designer Hooks 3-1/8 in. L 2 pk,3M,Home > HOME IMPROVEMENT > Home Goods > Bath,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Command Hooks are available in a wide range of designs to match your individual style and decor. They also come in a variety of sizes and hold a surprising amount of weight - up to seven and a half pounds. Forget about nails, screws and tacks, Command Hooks are fast and easy to hang. Using the revolutionary Command Adhesive, holds strongly on a variety of surfaces, including paint, wood, tile and more. Yet, removes cleanly - no holes, marks, sticky residue or stains. Rehanging them is as easy as applying a replacement Mounting Strip, so you can take down, move and reuse them again and again.

                
                </div>","Command Hooks are available in a wide range of designs to match your individual style and decor. They also come in a variety of sizes and hold a surprising amount of weight - up to seven and a half pounds. Forget about nails, screws and tacks, Command Hooks are fast and easy to hang. Using the revolutionary Command Adhesive, holds strongly on a variety of surfaces, including paint, wood, tile and more. Yet, removes cleanly - no holes, marks, sticky residue or stains. Rehanging them is as easy as applying a replacement Mounting Strip, so you can take down, move and reuse them again and again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),1.45,Width (in.),3.85,Height (in.),6.75,UPC,51131769083,Manufacturer Part No,17081ES,Size Class,Medium,Material,Plastic,Number in Package,2 pk,Length,3-1/8 in.,Self Adhesive,Yes,Width,1.13 in.,Installation Type,No Installation Needed,Hardware Included,No Hardware Needed,Color,White,Indoor or Outdoor,Indoor,Finish,Gloss,Usage,Multi-Purpose Use,Easy Install,Yes,Packaging Type,Carded,Product Type,Designer Hooks,Capacity,3 lb. cap.,Depth,.125 in.,Brand Name,Command,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/pack-tape-hd-38-2yd,ACE-9432667,Model: 3850S-2-1RD,3M Scotch 1.88 in. W X 38.2 yd L Heavy Duty Packaging Tape Clear,3M,Home > Storage and Organization,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Now even the heaviest packages can withstand rough handling. Our Scotch Heavy Duty Shipping Packaging Tape holds strong on all box types, including 100% recycled boxes. It's even guaranteed to stay sealed. The strong, tough, solvent-free hot melt adhesive locks in your heavy duty contents and locks out everything else. You don't need layers of tape to get the job done just one strip at a time so you save time. Your heavy packages can bear the weight and stay sealed through it all with Scotch Heavy Duty packaging tape.

                
                </div>","Now even the heaviest packages can withstand rough handling. Our Scotch Heavy Duty Shipping Packaging Tape holds strong on all box types, including 100% recycled boxes. It's even guaranteed to stay sealed. The strong, tough, solvent-free hot melt adhesive locks in your heavy duty contents and locks out everything else. You don't need layers of tape to get the job done just one strip at a time so you save time. Your heavy packages can bear the weight and stay sealed through it all with Scotch Heavy Duty packaging tape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.74,Length (in.),8.7,Width (in.),2.5,Height (in.),4.15,UPC,51131612006,Manufacturer Part No,3850S-21RD-3GC,Width,1.88 in.,Color,Clear,Product Type,Heavy Duty Packaging Tape,Double Sided,No,Dispenser Included,Yes,Length,38.2 yd,Brand Name,3M,Sub Brand,Scotch,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/pack-tape-hd-clr-38-2yd,ACE-9432626,,3M Scotch 1.88 in. W X 38.2 yd L Heavy Duty Packaging Tape Clear,3M,Home > Storage and Organization,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Now even the heaviest packages can withstand rough handling. Our Scotch Heavy Duty Shipping Packaging Tape holds strong on all box types, including 100% recycled boxes. It's even guaranteed to stay sealed. The strong, tough, solvent-free hot melt adhesive locks in your heavy duty contents and locks out everything else. You don't need layers of tape to get the job done just one strip at a time so you save time. Your heavy packages can bear the weight and stay sealed through it all with Scotch Heavy Duty packaging tape.

                
                </div>","Now even the heaviest packages can withstand rough handling. Our Scotch Heavy Duty Shipping Packaging Tape holds strong on all box types, including 100% recycled boxes. It's even guaranteed to stay sealed. The strong, tough, solvent-free hot melt adhesive locks in your heavy duty contents and locks out everything else. You don't need layers of tape to get the job done just one strip at a time so you save time. Your heavy packages can bear the weight and stay sealed through it all with Scotch Heavy Duty packaging tape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.38,Length (in.),2.4,Width (in.),3.9,Height (in.),5.1,UPC,51131656659,Manufacturer Part No,3850S-RD,Width,1.88 in.,Color,Clear,Product Type,Heavy Duty Packaging Tape,Double Sided,No,Dispenser Included,Yes,Length,38.2 yd,Brand Name,3M,Sub Brand,Scotch,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/pack-tape-hd-clr-800,ACE-9432675,Model: 145,3M Scotch 1.88 in. W X 800 in. L Heavy Duty Packaging Tape Clear,3M,Home > Storage and Organization,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    When you’re in the middle of packing boxes, the last thing you want to do is search endlessly for the end of the tape. The search is over with Scotch® Sure Start Shipping Packaging Tape. This tough, strong tape comes off the roll easily and smoothly with no slivering or splitting. This tape also delivers a smooth and quiet unwind and when it quietly unwinds off the roll (using the uniquely designed refillable dispenser, included) and is applied to your package, it stays on-keeping your package securely sealed. Clear to the core, Scotch Sure Start Packaging Tape works beautifully for home and office. It stands up to rough handling-but so easy to handle. Scotch Sure Start Shipping Packaging Tape-always easy, always ready to help you get the job done.

                
                </div>","When you’re in the middle of packing boxes, the last thing you want to do is search endlessly for the end of the tape. The search is over with Scotch® Sure Start Shipping Packaging Tape. This tough, strong tape comes off the roll easily and smoothly with no slivering or splitting. This tape also delivers a smooth and quiet unwind and when it quietly unwinds off the roll (using the uniquely designed refillable dispenser, included) and is applied to your package, it stays on-keeping your package securely sealed. Clear to the core, Scotch Sure Start Packaging Tape works beautifully for home and office. It stands up to rough handling-but so easy to handle. Scotch Sure Start Shipping Packaging Tape-always easy, always ready to help you get the job done.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.2,Length (in.),2.7,Width (in.),2.4,Height (in.),4.15,UPC,51141914435,Manufacturer Part No,145,Width,1.88 in.,Length,800 in.,Product Type,Heavy Duty Packaging Tape,Double Sided,No,Color,Clear,Dispenser Included,Yes,Reinforced,No,Sub Brand,Scotch,Brand Name,3M,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/pack-tape-ll-clr-54-6yd,ACE-9432725,Model: 3650-RD-12GC,3M Scotch 1.88 in. W X 54.6 yd L Heavy Duty Packaging Tape Clear,3M,"Home > Paint > Tape, Glues and Adhesives","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    For the memories you want to keep for a long time and for documents that must be kept safe and sound put Scotch Long Lasting Storage Packaging Tape on the job to seal boxes in storage. Designed for lasting protection, this tape creates a durable seal with its long-lasting adhesive. This tough tape is clear to the core, UV-resistant and stays sealed even in extreme temperatures - 25 to 160 F. Scotch Long Lasting Storage Packaging Tape: Withstands extreme conditions and stands guard for lasting protection.

                
                </div>","For the memories you want to keep for a long time and for documents that must be kept safe and sound put Scotch Long Lasting Storage Packaging Tape on the job to seal boxes in storage. Designed for lasting protection, this tape creates a durable seal with its long-lasting adhesive. This tough tape is clear to the core, UV-resistant and stays sealed even in extreme temperatures - 25 to 160 F. Scotch Long Lasting Storage Packaging Tape: Withstands extreme conditions and stands guard for lasting protection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.43,Length (in.),2.4,Width (in.),4.05,Height (in.),5.1,UPC,51131799110,Manufacturer Part No,3650-RD-12GC,Brand Name,3M,Color,Clear,Dispenser Included,Yes,Double Sided,No,Product Type,Heavy Duty Packaging Tape,Sub Brand,Scotch,Width,1.88,Length,54.6,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
